latitude,longitude,capacité thermique
63.0,-27.0,5.22354e+16
63.0,-21.0,4.29976e+16
63.0,-15.0,4.54847e+16
63.0,-9.0,5.20739e+16
63.0,-3.0,5.210620000000001e+16
63.0,3.0,5.06527e+16
63.0,9.0,3.3566e+16
63.0,15.0,2.24548e+16
63.0,21.0,3.54394e+16
63.0,27.0,2.66215e+16
63.0,33.0,2.7106e+16
63.0,39.0,2.62339e+16
63.0,45.0,2.00969e+16
63.0,51.0,2.00646e+16
63.0,57.0,2.00646e+16
63.0,63.0,2.0355300000000004e+16
63.0,69.0,2.04199e+16
63.0,75.0,2.02261e+16
63.0,81.0,2.00969e+16
63.0,87.0,2.0323e+16
63.0,93.0,2.00646e+16
63.0,99.0,2e+16
63.0,105.0,2e+16
63.0,111.0,2e+16
63.0,117.0,2.01292e+16
63.0,123.0,2.04522e+16
63.0,129.0,2.04845e+16
63.0,135.0,2.02261e+16
63.0,141.0,2e+16
63.0,147.0,2e+16
63.0,153.0,2.06137e+16
63.0,159.0,2.76551e+16
63.0,165.0,2.31654e+16
63.0,171.0,2.40698e+16
63.0,177.0,3.5181e+16
69.0,-177.0,4.05428e+16
69.0,-171.0,4.94576e+16
69.0,-165.0,4.474179999999999e+16
69.0,-159.0,2.74936e+16
69.0,-153.0,2.7073699999999996e+16
69.0,-147.0,2.969e+16
69.0,-141.0,3.25001e+16
69.0,-135.0,3.49226e+16
69.0,-129.0,3.1531100000000004e+16
69.0,-123.0,3.2693899999999996e+16
69.0,-117.0,3.03037e+16
69.0,-111.0,2.62339e+16
69.0,-105.0,2.84303e+16
69.0,-99.0,3.67637e+16
69.0,-93.0,3.02714e+16
69.0,-87.0,3.1175800000000004e+16
69.0,-81.0,3.49549e+16
69.0,-75.0,3.23386e+16
69.0,-69.0,3.14665e+16
69.0,-63.0,4.70028e+16
69.0,-57.0,5.07819e+16
69.0,-51.0,2.69768e+16
69.0,-45.0,2e+16
69.0,-39.0,2.01292e+16
69.0,-33.0,2.73644e+16
69.0,-27.0,3.69252e+16
69.0,-21.0,4.85532e+16
69.0,-15.0,5.1654e+16
69.0,-9.0,5.22031e+16
69.0,-3.0,5.23e+16
69.0,3.0,5.23e+16
69.0,9.0,5.23e+16
69.0,15.0,4.29007e+16
69.0,21.0,3.06913e+16
69.0,27.0,2.75905e+16
69.0,33.0,3.52133e+16
69.0,39.0,4.235160000000001e+16
69.0,45.0,4.60661e+16
69.0,51.0,3.77327e+16
69.0,57.0,3.51487e+16
69.0,63.0,3.3566e+16
69.0,69.0,2.62985e+16
69.0,75.0,2.9399300000000004e+16
69.0,81.0,2.17765e+16
69.0,87.0,2.10013e+16
69.0,93.0,2.06137e+16
69.0,99.0,2.00646e+16
69.0,105.0,2.0032300000000004e+16
69.0,111.0,2e+16
69.0,117.0,2e+16
69.0,123.0,2.05168e+16
69.0,129.0,2.27778e+16
69.0,135.0,2.26486e+16
69.0,141.0,2.10013e+16
69.0,147.0,2.09367e+16
69.0,153.0,2.56525e+16
69.0,159.0,2.87533e+16
69.0,165.0,3.292e+16
69.0,171.0,3.28877e+16
69.0,177.0,3.24355e+16
75.0,-177.0,5.23e+16
75.0,-171.0,5.23e+16
75.0,-165.0,5.23e+16
75.0,-159.0,5.23e+16
75.0,-153.0,5.23e+16
75.0,-147.0,5.23e+16
75.0,-141.0,5.23e+16
75.0,-135.0,5.23e+16
75.0,-129.0,5.23e+16
75.0,-123.0,4.05428e+16
75.0,-117.0,3.59562e+16
75.0,-111.0,3.98968e+16
75.0,-105.0,4.40958e+16
75.0,-99.0,3.95092e+16
75.0,-93.0,3.7119e+16
75.0,-87.0,3.42443e+16
75.0,-81.0,3.26616e+16
75.0,-75.0,4.942529999999999e+16
75.0,-69.0,4.60661e+16
75.0,-63.0,4.241620000000001e+16
75.0,-57.0,3.21448e+16
75.0,-51.0,2.0032300000000004e+16
75.0,-45.0,2e+16
75.0,-39.0,2e+16
75.0,-33.0,2e+16
75.0,-27.0,2.10982e+16
75.0,-21.0,3.45673e+16
75.0,-15.0,5.21708e+16
75.0,-9.0,5.23e+16
75.0,-3.0,5.23e+16
75.0,3.0,5.23e+16
75.0,9.0,5.23e+16
75.0,15.0,4.90377e+16
75.0,21.0,5.07819e+16
75.0,27.0,5.22354e+16
75.0,33.0,5.23e+16
75.0,39.0,5.23e+16
75.0,45.0,5.23e+16
75.0,51.0,5.08788e+16
75.0,57.0,4.32883e+16
75.0,63.0,4.79718e+16
75.0,69.0,4.73258e+16
75.0,75.0,5.09111e+16
75.0,81.0,4.67767e+16
75.0,87.0,3.82495e+16
75.0,93.0,3.1337300000000004e+16
75.0,99.0,2.98192e+16
75.0,105.0,2.5426400000000004e+16
75.0,111.0,3.23063e+16
75.0,117.0,4.43219e+16
75.0,123.0,4.57108e+16
75.0,129.0,4.85855e+16
75.0,135.0,5.14279e+16
75.0,141.0,4.27392e+16
75.0,147.0,4.85209e+16
75.0,153.0,5.20739e+16
75.0,159.0,5.23e+16
75.0,165.0,5.23e+16
75.0,171.0,5.23e+16
75.0,177.0,5.23e+16
81.0,-177.0,2.407125e+16
81.0,-171.0,2.407125e+16
81.0,-165.0,2.407125e+16
81.0,-159.0,2.407125e+16
81.0,-153.0,2.407125e+16
81.0,-147.0,2.407125e+16
81.0,-141.0,2.407125e+16
81.0,-135.0,2.407125e+16
81.0,-129.0,2.407125e+16
81.0,-123.0,2.407125e+16
81.0,-117.0,2.407125e+16
81.0,-111.0,2.392061375e+16
81.0,-105.0,2.379033375e+16
81.0,-99.0,2.3627483749999996e+16
81.0,-93.0,2.254046e+16
81.0,-87.0,2.19460575e+16
81.0,-81.0,2.11806625e+16
81.0,-75.0,2.1205090000000004e+16
81.0,-69.0,2.17669225e+16
81.0,-63.0,2.15063625e+16
81.0,-57.0,2.1286515e+16
81.0,-51.0,2.1205090000000004e+16
81.0,-45.0,2.08223925e+16
81.0,-39.0,2.047633625e+16
81.0,-33.0,2.042341e+16
81.0,-27.0,2.0789822499999996e+16
81.0,-21.0,2.20926225e+16
81.0,-15.0,2.34605625e+16
81.0,-9.0,2.407125e+16
81.0,-3.0,2.407125e+16
81.0,3.0,2.407125e+16
81.0,9.0,2.396132625e+16
81.0,15.0,2.309415e+16
81.0,21.0,2.316336125e+16
81.0,27.0,2.380661875e+16
81.0,33.0,2.4054965e+16
81.0,39.0,2.407125e+16
81.0,45.0,2.39979675e+16
81.0,51.0,2.3859545e+16
81.0,57.0,2.367633875e+16
81.0,63.0,2.3826975e+16
81.0,69.0,2.407125e+16
81.0,75.0,2.405903625e+16
81.0,81.0,2.4054965e+16
81.0,87.0,2.407125e+16
81.0,93.0,2.33791375e+16
81.0,99.0,2.322035875e+16
81.0,105.0,2.373333625e+16
81.0,111.0,2.407125e+16
81.0,117.0,2.407125e+16
81.0,123.0,2.407125e+16
81.0,129.0,2.407125e+16
81.0,135.0,2.407125e+16
81.0,141.0,2.407125e+16
81.0,147.0,2.407125e+16
81.0,153.0,2.407125e+16
81.0,159.0,2.407125e+16
81.0,165.0,2.407125e+16
81.0,171.0,2.407125e+16
81.0,177.0,2.407125e+16
87.0,-177.0,2.407125e+16
87.0,-171.0,2.407125e+16
87.0,-165.0,2.407125e+16
87.0,-159.0,2.407125e+16
87.0,-153.0,2.407125e+16
87.0,-147.0,2.407125e+16
87.0,-141.0,2.407125e+16
87.0,-135.0,2.407125e+16
87.0,-129.0,2.407125e+16
87.0,-123.0,2.407125e+16
87.0,-117.0,2.407125e+16
87.0,-111.0,2.407125e+16
87.0,-105.0,2.407125e+16
87.0,-99.0,2.407125e+16
87.0,-93.0,2.407125e+16
87.0,-87.0,2.407125e+16
87.0,-81.0,2.407125e+16
87.0,-75.0,2.407125e+16
87.0,-69.0,2.407125e+16
87.0,-63.0,2.407125e+16
87.0,-57.0,2.407125e+16
87.0,-51.0,2.407125e+16
87.0,-45.0,2.407125e+16
87.0,-39.0,2.407125e+16
87.0,-33.0,2.407125e+16
87.0,-27.0,2.407125e+16
87.0,-21.0,2.407125e+16
87.0,-15.0,2.407125e+16
87.0,-9.0,2.407125e+16
87.0,-3.0,2.407125e+16
87.0,3.0,2.407125e+16
87.0,9.0,2.407125e+16
87.0,15.0,2.407125e+16
87.0,21.0,2.407125e+16
87.0,27.0,2.407125e+16
87.0,33.0,2.407125e+16
87.0,39.0,2.407125e+16
87.0,45.0,2.407125e+16
87.0,51.0,2.407125e+16
87.0,57.0,2.407125e+16
87.0,63.0,2.407125e+16
87.0,69.0,2.407125e+16
87.0,75.0,2.407125e+16
87.0,81.0,2.407125e+16
87.0,87.0,2.407125e+16
87.0,93.0,2.407125e+16
87.0,99.0,2.407125e+16
87.0,105.0,2.407125e+16
87.0,111.0,2.407125e+16
87.0,117.0,2.407125e+16
87.0,123.0,2.407125e+16
87.0,129.0,2.407125e+16
87.0,135.0,2.407125e+16
87.0,141.0,2.407125e+16
87.0,147.0,2.407125e+16
87.0,153.0,2.407125e+16
87.0,159.0,2.407125e+16
87.0,165.0,2.407125e+16
87.0,171.0,2.407125e+16
87.0,177.0,2.407125e+16
